date_time,currency_symbol,source_chain_name,destination_chain_name,amount,entity_identifier,bridge
2024-07-10 08:55:58+00:00,BNB,Arbitrum,Base,56.25525795280929,0xc76f3fd3ce89a7bb0dedda86118afb672cac24f9a4f35b08a4295977f8dd72c7,
2024-07-10 08:56:00+00:00,BNB,Arbitrum,Ethereum,41.21298104828182,0x8f5be1266d3b7dbebd4fd5c8228575098631b616ef359114da4101dd283d1843,
2024-07-10 08:56:01+00:00,BNB,Arbitrum,Base,38.19364272581028,0xbe09fe583ff465f6b0d7edf4ff45e8c25b4c94ad62528e69ccbfa405a437a0a7,
2024-07-10 08:56:02+00:00,BNB,Arbitrum,BNB Chain,41.155556202949285,0x852e1e544bdd3a7fb56c3c6547cee402c5f225ac949a3f3a34392562d6efa8ce,
2024-07-10 08:56:02+00:00,BNB,Arbitrum,Solana,56.25525795280929,0x8bef2bae5ccc1dc53124bf28b100c459c36e559f00c0c876e7b9aba7d9d9edd9,
2024-07-10 09:01:23+00:00,BNB,Polygon,BNB Chain,3.916413352799081,0x1b7e021011581e48912a45e95de75d22bd07ee419d3f3c95a6e73ac99e4a9a32,
2024-07-10 09:02:45+00:00,BNB,Polygon,BNB Chain,3.914722976810415,0x217af918c7acd5155b574cb4c85c414f32fe1789a4c8c4d922be33fa5179fa78,
2024-07-10 09:04:09+00:00,BNB,Arbitrum,BNB Chain,56.28484916443652,0x1aaf18c001973a9756807f277bcb64a7683780bdc0e84daa8070090172c6955e,
2024-07-10 09:04:11+00:00,BNB,Arbitrum,Optimism,56.28484916443652,0x58347353d99d07701c9af62a4fb97f1713faa61201d8046369fd90063a02e40e,
2024-07-10 09:04:13+00:00,BNB,Arbitrum,Base,26.409284957771867,0x7018d0f45fd61a676f8b808414ad550e884bfc4ec2250c18babdda65954efb33,
2024-07-10 09:04:14+00:00,BNB,Arbitrum,Optimism,26.05595130096741,0x3a3953cc179ba12f14f680483aacae20eb2cf587ac277bb210a8e41a164892e6,
2024-07-10 09:04:16+00:00,BNB,Arbitrum,Ethereum,56.28182997807709,0x4ce0421d18080a31964baef71b22276193994ebd360ec3c8947457dec0ec9330,
2024-07-10 09:04:18+00:00,BNB,Arbitrum,Optimism,50.19499515661799,0xf89a69c1d0cff4d50296bfbd821ca818c57f7a64b897f2bb8061d314bf90827f,
2024-07-10 09:05:13+00:00,BNB,Polygon,BNB Chain,3.911851391904668,0xaa0038072f2635c9dd546472182d847a8e64f81030f9058d0538a5554098110a,
2024-07-10 09:07:11+00:00,BNB,Polygon,BNB Chain,3.914119855726464,0x6dba29f368292c4efa65b76876c459a878290be246c38f028a7932010a3da0c1,
2024-07-10 09:09:01+00:00,BNB,Polygon,BNB Chain,3.910948765300864,0xca715c8831de7c40249f2c036238b1c9aebd43970af26fe7eef9dd91f731eba3,
2024-07-10 09:11:25+00:00,BNB,Polygon,Base,3.910231969414242,0x31349011a906cc8686dcb8393e17c83f041c8fb0ad09133e4ca9f8a4c5fab75d,
2024-07-10 09:16:59+00:00,BNB,Ethereum,Arbitrum,2629.5549,0x1bfe1c9f5456213e54908b7aa4694d70238beb6b04f0ce11946a0c6f704c386e,
2024-07-10 09:17:26+00:00,BNB,Polygon,Optimism,3.900993270010287,0x524b7d5593a3a8a0bbefecfcc0194232ac3b78c09b463fe851b9b721ae051409,
2024-07-10 09:33:40+00:00,BNB,Solana,Ethereum,86.42998003848231,0x83acbdb1b4626192e4879d6361968b92c26dc93496c0d8b1d7f90e68d9a2f1b6,
2024-07-10 09:48:47+00:00,BNB,Ethereum,Optimism,7238.121471484491,0x029338d7923e880ecca97fb9164dd925ba56755ee88d5fa4ac9bf773499a7cc8,
2024-07-10 09:56:11+00:00,BNB,Ethereum,Optimism,81.60681278839793,0x28410b44246af316d8a6642da640979dcb98b7c98cc468b7914e370c4b09908b,
2024-07-10 09:58:53+00:00,BNB,Base,BNB Chain,773.3985,0x0bdfbf887760e2669d9558ff899bd98ad8a3e26df1b48198f139f13e318abf82,
2024-07-10 10:00:11+00:00,BNB,Optimism,Base,60.374795513026186,0x9882a9ef9a4b0d2502655a29c74ce5e36db292707dd879f5ea60edf19cfb1731,
2024-07-10 10:10:31+00:00,BNB,Base,Arbitrum,2443.054228746903,0x908f1707f052370a7bb6e264652edfadcf6d4893936bc91dbcbcd576215824f7,
2024-07-10 10:24:11+00:00,BNB,Ethereum,Arbitrum,19463.859882792945,0x6c31dfb12337e11dc85f07e345af1e70794e7e209284dd8b247b8f4d1cfd41fa,
2024-07-10 10:37:56+00:00,BNB,Linea,Optimism,9.01828996505379,0x74c00fc054a84c45b4ef195bc0fc4be6aba386d8238cdb7a10e80e5aeebc204e,
2024-07-10 10:38:47+00:00,BNB,Ethereum,Polygon,2337.5967428440526,0xe87402866ae48c87dfc3c7fa65c3fb3463b9221bc600384d37966c5f44f8e135,
2024-07-10 10:39:36+00:00,BNB,Linea,Polygon,9.68677218708413,0x581fdae9afe2285a1487f4d830defe8ab3037c8863f7c34e1d0f15a0e275bbdc,
2024-07-10 10:48:43+00:00,BNB,Base,BNB Chain,235.40122597401145,0xe447c759f92c067ccb6bb94b72db60357232a945652a245b1eda2189dbb4dc65,
2024-07-10 10:52:37+00:00,BNB,Arbitrum,Optimism,14.390914194377906,0x02d5b640231933a44f60a5a6c30d93a7ae645944dc7dffae02692d69599c8eae,
2024-07-10 11:06:35+00:00,BNB,Ethereum,Optimism,341.2961006705484,0x79540608236eed5b37253a9002342b92e3cb7cb9b2cbe4237897916becc4241d,
2024-07-10 11:09:03+00:00,BNB,Arbitrum,Ethereum,18.038010512486657,0xdb2d3ad1a8dcbd34acafa4cb3e9e31249332d14daa0edf6cb7e68e66a1620b06,
2024-07-10 11:10:32+00:00,WETH,Arbitrum,Ethereum,321.5226593823138,0x4ccf9395962c7af87e12a36e2520fa2bf518fd7281d0ca6e5e234b9e61a0dd51,
2024-07-10 11:13:35+00:00,BNB,Optimism,Solana,116.09440697645786,0xa375de922370561010f4e25785056cccf511de1b5f842c18aa4880395c7143f9,
2024-07-10 11:14:01+00:00,BNB,Base,BNB Chain,10.825298586460042,0x2d492368dab3d02e05ac0f3bb78d477362d855e304eacfc54509abc3ae7dfab5,
2024-07-10 11:18:23+00:00,BNB,Base,Solana,204.46424576392005,0xf4a92d2e2d15e5072f9e8ab81e804c7951186b46575561f6e2e39dd7578ff9ea,
2024-07-10 11:24:59+00:00,WETH,Optimism,Polygon,12.2126506809216,0x3dd4fd6765dcf4011d5e95b2fcb1011080f069aeeb1ba1f428d73f4668007e94,
2024-07-10 11:25:53+00:00,WETH,Base,Solana,5.397991600967347,0x332cce7d776a46f52d493c7c1287708c0a509c5a7915cf5be1e045632d2f7d8b,
2024-07-10 11:25:55+00:00,WETH,Optimism,Ethereum,395.9951983288829,0x16608aaaff65adc1bccc4af27d94d2c1b47ce385595f637f6865ed224b0da0e8,
2024-07-10 11:39:47+00:00,BNB,Ethereum,Optimism,64.25091375408321,0x0a77858da7b5f6cd5bd9cbda9b1b1279478bcba4e08815a87b710701239d50af,
2024-07-10 11:55:16+00:00,WETH,Arbitrum,Polygon,30.531626702304,0xedb73e0b9f03cecf1888ecfc39f9e2bc05bf1d4aecfec0ac91be5bca1d472622,
2024-07-10 11:55:40+00:00,WETH,Arbitrum,Polygon,30.531626702304,0x2565b828ee4726eecd7813816d534f1c4c1bc180a8ea2d56304b1d312e2cfaa7,
2024-07-10 11:55:47+00:00,BNB,Ethereum,Solana,1802.6876075633184,0x899bc73db26f0b1e207b1f3d80becd3bd54c65bbd3f3e9c771c2a8e7326be605,
2024-07-10 11:58:05+00:00,WETH,Arbitrum,Solana,30.531626702304,0xa5fee93aa70af7315c1b809b0651a66e0ff4de8effeddfa2133fc50ccf29c652,
2024-07-10 11:58:23+00:00,WETH,Arbitrum,Polygon,30.531626702304,0x4f4e37a3542e874a29487632a0f92980eab8b1e02f85ed359a0efbf65b0fb67a,
2024-07-10 11:59:04+00:00,BNB,Solana,Polygon,20.659554494010724,0x9bdcc7c4a1d573372537a48c8785680a214b99fdc467474d26a8bb4cb3f565a6,
2024-07-10 11:59:26+00:00,WETH,Arbitrum,Polygon,30.531626702304,0xddf38ae16c7548224be144150305ca32cd76ae579750660ba2b00accd6d4dd3e,
2024-07-10 11:59:43+00:00,WETH,Arbitrum,Ethereum,30.531626702304,0x15c0b35aea4dd3d9a0fede160466aa94f853783470524d66a9ba6a29ee2ddf74,
2024-07-10 12:00:01+00:00,WETH,Arbitrum,Polygon,30.531626702304,0x57760406bb2d96227cd3025a09c4f05bf62fd46692458f347934aa9de4960bd1,
2024-07-10 12:15:11+00:00,BNB,Ethereum,BNB Chain,8963.374336166502,0xcaa7b62901e476315b7a8510ab84f9a9cdffc74f94b768ef38dbe3634a12af51,
2024-07-10 12:20:54+00:00,BNB,Linea,Polygon,2.994793500661141,0x814fcf3cfb4c2d9baf89b4d5c4291035fc29c198e524354f9ddbef6abe077c34,
2024-07-10 12:24:01+00:00,BNB,Base,Solana,195.9541398025527,0x2926c741897d0f063e04ddfa3baefac5ba09b80e623bb9259f68ef9b6f08bf9a,
2024-07-10 12:24:47+00:00,BNB,Ethereum,BNB Chain,749.0494209126657,0x48a66716b3c059d67ede4879526fe54e3b1f24c3b803dcd2b1749d4937d19e73,
2024-07-10 12:54:08+00:00,WETH,Arbitrum,Ethereum,3.0531626702304,0xa8608a529de0b6ead68922e559bb7d20052fde61eeca6115fd088ffa0a2f6d9a,
2024-07-10 13:09:15+00:00,BNB,Solana,Optimism,137.20928248940044,0x9143d42f850ba69d387e2eb5b096834b08433c0cecbc6a45be18cc718a47b9c6,
2024-07-11 02:44:15+00:00,BNB,Optimism,Base,25.163590265907136,0x319319ff499a741ab6a12ca2378ca90bfc20e28842a873cb1464687a6c287f95,
2024-07-11 02:45:14+00:00,BNB,Arbitrum,Base,12.887289634256543,0x89a79b88ed5c4acce75337d35a1d2f0f93e44d05ddf7a4b01a19158afa418681,
2024-07-11 02:46:53+00:00,BNB,Base,BNB Chain,21.50423873894679,0x4de73da28c43f39fd6017bcedd44b0a66128382a68c2cdf24a9cb247e40cbf1a,
2024-07-11 02:46:57+00:00,BNB,Base,Optimism,26.726638873136285,0xf29297e935bd3683a95bde716a17d0cee76edbc5ee37b6cbfcbde33e07252e6b,
2024-07-11 03:09:08+00:00,BNB,Solana,Arbitrum,205.49616635986737,0x1c2b2e7fdc1c56332d0f31607a1cecfbc61f5d72771ca7515ca39b5dfb76816c,
2024-07-11 03:21:48+00:00,BNB,Linea,Base,30.35441415813076,0xc7c929c98f7e142a67c9048f13a0d22bb76db8753fd25222a1ed99f80e2d70e9,
2024-07-11 03:24:52+00:00,BNB,Solana,Optimism,191.30024473065,0x8921ae0ddc9abdcbe525c8e79746604a2e5cdbb36091682bc1fcde56ffb48b0d,
2024-07-11 03:34:45+00:00,WETH,Optimism,Polygon,501.6283564047839,0x4d8aae99b8b8db8c3d761d3b79b1fb0e4dca0400f46082fd63028cf212e9c74f,
2024-07-11 03:50:59+00:00,BNB,Ethereum,Arbitrum,1206.2309858369997,0xad26be7f23485b6e7f84958c7c3dae7e5a85231c2735628d3cee13f80b3bebc4,
2024-07-11 04:04:02+00:00,BNB,Solana,BNB Chain,208.19549215495576,0x4068f7b2210bbd2c096ec24f02ee6e73869f49ef1688a75e7d6e22874b5bf53f,
2024-07-11 04:10:02+00:00,WETH,Linea,Solana,12.437248479802015,0x2ad4da55a327ae817d771c7ab1b34b2099f5d013f03f867b247d6d226d8fcc5d,
2024-07-11 04:40:05+00:00,BNB,Optimism,BNB Chain,1.9948764676642603,0x541b17aec583cb8397006c7c645f171d3ba755136e2f86f05a9c3736f450de9f,
2024-07-11 04:49:45+00:00,BNB,Arbitrum,Base,1.2169468134355332,0x224b1a2ee51d69808cbcff366f4d6dbf7949a75cf3f23d70974a94a2887c7074,
2024-07-11 04:50:23+00:00,BNB,Ethereum,Optimism,304.985618252333,0x5d72c430f22a962d83344139d7c83df436cf0ab266deaf739c4caa85121243e8,
2024-07-11 05:11:15+00:00,WBTC,Solana,Ethereum,982.7596386176442,0x18d50c58b4f187e42392ced2242acd8b9fb71e6d5eac95a46086ff998f40ecd2,DeBridge
2024-07-11 05:20:42+00:00,BNB,Arbitrum,BNB Chain,29.012294858486506,0xaada9e8eb7998b56710e2d4fef233a422489a5c347453a53fdffaae809b23195,
2024-07-11 05:33:03+00:00,BNB,Optimism,Ethereum,15.203141220932643,0x3a17a4c061e8fbd7ba90d120a1dda272dc650fcaed53e1e34739ca509f1fa18e,
2024-07-11 05:48:11+00:00,WETH,Optimism,Solana,37.15765602998399,0x729ab1b3a98947c24395388705c996e3f5cebe0ffa145d66c942207df2e9813d,
2024-07-11 06:03:03+00:00,BNB,Arbitrum,Optimism,0.5430005201448251,0x6ff9ec665c891870e3b56db2e6b402c81e7d3af4af08700273e5341a1a172403,
2024-07-11 06:06:59+00:00,BNB,Ethereum,BNB Chain,1529.4239351752726,0xb771520f8b66ec8e83e082785e86fcabcb6fe918c6c9134c73d4540de2dc2cb5,
2024-07-11 06:09:04+00:00,BNB,Arbitrum,BNB Chain,97.80199983443936,0x3c34dd1e7f8bc316c286f7bace7d972d323a1f870957d5c952eb16feda0a0e28,
2024-07-11 06:19:57+00:00,BNB,Base,Optimism,56.086464364012194,0x7b2dd0e35982f30e76dfa3d6bcde41b3f8c86a986a5e898be72377624fcaeb80,
2024-07-11 06:38:29+00:00,BNB,Optimism,Base,41.06790268152288,0x1d38d8e85268e627b07efc43d28dda7188bb7af932a55364df263269fc5821e1,
2024-07-11 06:39:27+00:00,BNB,Base,Arbitrum,4.936654456933305,0x73a465ca920ccc724655f8a4123c25c1fed2d38e6006cbe5a4f77f3679dabaa7,
2024-07-11 06:46:53+00:00,BNB,Base,Arbitrum,5.924867385291341,0x2f5ba071ac5a8e1b4bac2fb6606088b76bb7c7dc6b6ce097d5c6875828c65fd8,
2024-07-11 06:49:41+00:00,BNB,Base,Ethereum,5.2372000000000005,0xe345b6de7982be174adf50696bc076756da3999b44bd0a250fa2b510afe4bbdf,
2024-07-11 06:49:59+00:00,BNB,Base,Optimism,5.2372000000000005,0xc5731a1f46c78234d363a1c642d856b087a3475fba43851ed02efea99a2ec61b,
2024-07-11 07:15:30+00:00,BNB,Arbitrum,Ethereum,3.67410615848917,0xbd81523bf80752b4aef5c34c753bba7d7dd37a86c24a09131fe21487aa8bd488,
2024-07-11 07:20:43+00:00,WETH,Arbitrum,Solana,3.096471335832,0x96409e6e81dc3a4f0989bcb6331b5348e0397ab65b2ad65d51455ff3bbf36008,
2024-07-11 07:24:43+00:00,WETH,Optimism,Polygon,7.07853347371195,0xf623f7484236506b242e1d3d9819b90e2e7c0a7951a0bec0d819169a2949d162,
2024-07-11 07:31:28+00:00,BNB,Arbitrum,Solana,1.2104109440040631,0x0aa67f2fce56d0f80956c6054e2b6f42288407ab1765e5ce99597d1b0972f4ef,
2024-07-11 07:33:00+00:00,BNB,Arbitrum,Ethereum,0.9810545173097344,0xf54e2e61f140723ff83971eebeabd903ec7d26b3bba02fd26b5f37cba1ef92d4,
2024-07-11 07:46:20+00:00,WETH,Linea,Solana,464.191906437,0x850f0f36842b3a5a5f89050f1068478c24b1eb2f8bb4451543a7a78b59bd57fe,
2024-07-11 07:47:17+00:00,WETH,BNB Chain,Solana,619.2942671663999,0x5d3a75f949ae53803a6c8f5e7240a31f38a39eb168033ceb0c9a795efa55ae1f,
2024-07-11 07:48:35+00:00,BNB,Ethereum,BNB Chain,30.61914714867321,0x9bb90c340eaacc471e65a16a41e6a0f4886712d81725d6689ab7c6765eadf006,
2024-07-11 07:49:35+00:00,BNB,Ethereum,BNB Chain,1188.5607664354336,0x0ea318cee1276fd6dcf7ae291a74addbe4d6f40c5f5fdb1fb1bd2aae0894a2fa,
2024-07-11 07:52:10+00:00,BNB,Arbitrum,Ethereum,27.566900251885567,0x344910a1214c4b86a23ffbf4483353cde2e53e037eeb8859af84cf7dac7d804c,
2024-07-11 08:03:39+00:00,BNB,Solana,Optimism,32.89463607700516,0xcd6408634150ad19dc66a6547cc9b18fd94dce8e5f9e3d9da8912124513eefdc,
2024-07-11 08:03:57+00:00,BNB,Optimism,Polygon,30.689194952707627,0x3f0c21f1d48454665b7c3b28bb5b6b03dca62c50a60a8726cb5d8d091d67919a,
2024-07-11 08:04:17+00:00,BNB,Optimism,Ethereum,30.700280474139863,0x952b983e572fccda63a006c8c52f5c83281699e9bc172646de77b8f1bec17578,
2024-07-11 08:04:35+00:00,BNB,Optimism,BNB Chain,30.70018986635372,0xfdb342ee365b8b41f8117833e5dfeed6cb184828f6753f0764d820227174ea2a,
2024-07-11 08:04:51+00:00,BNB,Optimism,Base,30.70031206720987,0xe16acd4ec7ef1c421766f15bb02597240bca385f99dd87477a0af7b08fd7afd6,
2024-07-11 08:12:59+00:00,BNB,Ethereum,Arbitrum,30678.219617862447,0x2b45be70af51c1457d8f2079b14e17af66b37d8242cf8c21aa67eb4df953a256,
2024-07-11 08:15:29+00:00,BNB,Optimism,Arbitrum,30.66975606659922,0xc005439c2280ef8598f76a0a584149fe4973e1bc10d7a61bb76f5de577826aaa,
2024-07-11 08:19:49+00:00,BNB,Arbitrum,Solana,49.11486709561101,0xc104f4ce6a41415ce9e3b63b6bf33246ff9acba64622f1ed18f53174bd551cd4,
2024-07-11 08:22:33+00:00,BNB,Base,BNB Chain,6138.540542043435,0x2f3162663e48a199455820826c1aeb90ac2df82053c87c9d5e809fdc9eaadc48,
2024-07-11 08:25:23+00:00,BNB,Base,Polygon,9217.596414934089,0x743f11f43299f1d47f84709b06f7f6c134871b7c02d63b44888d5e8654bcd54e,
2024-07-11 08:29:37+00:00,WETH,Arbitrum,Solana,0.9289414007496,0xb5bccca4ff2a55e29323fcf2b5e084d28b2408428ad1c0fd8099105e06ba8340,
2024-07-11 08:34:01+00:00,BNB,Solana,Base,1.964093985746737,0xa42b0348c18ebd47848f2cbbe4fe4676b120d23fd667cd987a49117a7e2523c4,
2024-07-11 08:37:23+00:00,BNB,Ethereum,BNB Chain,15342.916260647504,0xe4b80ab9ea1ea762f5b560f6094c91f5720873a0f75f05fa5f6404ba7618c161,
2024-07-11 08:38:23+00:00,BNB,Ethereum,Arbitrum,6134.394645715208,0x257ebc312bff9230dd1b77f146a519f8eedf258f85ada3b54842702bc8413252,
2024-07-11 08:40:23+00:00,BNB,Ethereum,Base,3070.9863027439733,0x50849ce59a407491898e94e2c5e7b581e5c6da03f03003fc7d4f2c9a7fc0e861,
2024-07-11 08:56:16+00:00,BNB,Solana,Optimism,4.922452421970988,0x87e5f7f47329df4f1370727db0ad6be213756c7142d8db8f538f69c4961b2669,
2024-07-11 09:21:33+00:00,WETH,Arbitrum,Solana,63.32593528910022,0x996d47ee329c019cea468d4ae991809e944c50e99012a2121a76462132ac215c,
2024-07-11 09:23:35+00:00,BNB,Ethereum,Optimism,312.44942983636184,0x9c342ed99060ee4872ec78fb776d9118f8d93f93f1512e07d5b1ab3cfb96e26f,
2024-07-11 09:33:14+00:00,BNB,Arbitrum,Ethereum,5.673063242311336,0xeb7ad29f5cc58c5eeb1b631b64a9e8b4d9704707b64ffe8a6f2e55fddc9b6128,
2024-07-11 10:07:00+00:00,BNB,Linea,Optimism,10.4744,0xbfe48d8d49eb17dec79897cd5a5de8ffb33de1d45189caa3aacc819e3ea67f1a,
2024-07-11 10:19:43+00:00,BNB,Base,BNB Chain,552.3227628194953,0x32f9ce87cc8bc24d4f6f92ab5b018533807d678682ceb50426f7a91b883d3b11,
2024-07-11 10:25:34+00:00,WETH,Linea,Polygon,680.8147961075999,0xc35ed942975250094da09665474284af8b74755f66b36a6bf285eb871e1d2861,
2024-07-11 10:26:39+00:00,BNB,Arbitrum,Base,51.68096539805081,0x9dd7e79ced36232e6ca9bff7b022c026ac1431271277b1931d1f749981a8e082,
2024-07-11 10:27:10+00:00,BNB,Arbitrum,Polygon,487.5578586582996,0x7d998d2db87545b666f3a9e2d4a72a4c404a4d6acfcf010d281ed893e38d8f95,
2024-07-11 10:30:41+00:00,BNB,Arbitrum,Solana,1.531914443872222,0xa2de807d39c6dd8e2dc8ea7ba30ff4f020d9f0fd0195c49902457d82ac388efd,
2024-07-11 10:34:49+00:00,BNB,Arbitrum,Base,1.5298198693329454,0x56ccd0b8985a743d250d158eb9e94859a857292be4a1d485d6e9e31b31e21224,
2024-07-11 10:35:13+00:00,BNB,Base,Ethereum,15.301204171707347,0x9f1f588d08c4d3bafbfd4e759ee7964eda19e9d2a35ffa2aa6f2b4ea736db48c,
2024-07-11 10:36:11+00:00,BNB,Arbitrum,Base,1.517627676202376,0x23a24cfa1486b09d234cbb2e2ea31f318fcac364f528e52085f04501c26d6c77,
2024-07-11 10:36:31+00:00,BNB,Arbitrum,Optimism,1.5173646833341683,0xb140beded128e33af366b58a54549aa867abcfb34bda47dca6247588491a97a5,
2024-07-11 10:37:37+00:00,BNB,Arbitrum,Solana,1.5175187774423569,0xe4620318695c279173183913565c2a0414d4ab72c007f7d5faa0f1678c8ab763,
2024-07-11 10:38:10+00:00,BNB,Arbitrum,Ethereum,1.5290758355565095,0x9a4e36f78d50423f4d5db54a45db99dd71af5806f7ae75e81a4ee5aebc688a81,
2024-07-11 10:38:27+00:00,BNB,Arbitrum,Optimism,1.5288108818045496,0x7aee2d773142e171d9f0282c9b4909f3c5c9ada8d0a784463a14d8f9193d3e38,
2024-07-11 10:38:46+00:00,BNB,Arbitrum,Base,1.5286053590541029,0x11b0f8a15f6313d242ae03b453f44e1e6c8c0c4c4838b003e4b9ba9bf435dfc5,
2024-07-11 10:39:30+00:00,BNB,Arbitrum,Solana,1.5298238160313962,0xb3b259df7786e6f424615f7116e63e99981f07fb9146783a56af2abff1a07ac3,
2024-07-11 10:42:07+00:00,BNB,Base,Solana,6.126294902205172,0x89e3f039cb35c98ad638ba8ecb80fe67e77b8de45cd77d0247d03c044342f21b,
2024-07-11 10:42:41+00:00,BNB,Base,BNB Chain,1.951073827735452,0x884d4a3a6c130964216c5bc178735039af968aae51ab92d05218da34447c1d14,
2024-07-11 10:44:22+00:00,BNB,Arbitrum,BNB Chain,1.530639496159114,0xe7714917bf4f96995ccc8df022706c7669c87bc49ef9c2b63ecb3ac89dbcb670,
2024-07-11 10:50:47+00:00,BNB,Ethereum,Arbitrum,284.9083689099681,0x670d5975d745ccc50fd9d97045f30f240438e5fd89e68e2180a883c89d65de06,
2024-07-11 10:51:16+00:00,BNB,Arbitrum,BNB Chain,20.553118445818058,0xacbc0a046c759245e661d8191d59a6ed9168ccf7d6945a8d4b16f1315d3d4c61,
2024-07-11 10:57:37+00:00,BNB,Base,Arbitrum,15305.35236757434,0xecab55cd71c4fb2c5626f9dbeabe64e58154c35f464c783f3212c7bdc59bef88,
2024-07-11 11:08:26+00:00,BNB,Linea,Arbitrum,12.235567306259174,0x8149e3050f3da70f91398fdc239409ebe35c2d33a608527e165796e5b04335e6,
2024-07-11 11:09:55+00:00,BNB,Solana,Arbitrum,4171.6348141342605,0xa520d57c2017b6e9e438e2eb56bffcab3e38d1864d194a9f163ce512627e0bcf,
2024-07-11 11:21:19+00:00,BNB,Arbitrum,Optimism,1.5227867450799335,0xdb4786d7e0c93cda2eef22a44bcf79d998fd1118a60586cfb9575613324d1971,
2024-07-11 11:21:46+00:00,BNB,Arbitrum,Base,1.522635766571547,0x9a29a9fb0bb846d284ec36eabfef3a3de37a890e5c0f547cb25e1334a8e4256e,
2024-07-11 11:22:18+00:00,BNB,Arbitrum,Ethereum,1.5253097959893018,0xc97097720e388d91f979e1508c45ad9c7fb7571b80d874a6ac22ebc66267798d,
2024-07-11 11:22:48+00:00,BNB,Arbitrum,BNB Chain,1.525286186217286,0x8aee4454ade9443948dc407fd1aeaf9e98d84d3cf738cb4cd16ab7c9914cdeef,
2024-07-11 11:23:26+00:00,BNB,Arbitrum,Polygon,1.5244942626160265,0x7c57f9ad6f957c47b79174a5023741ced61f704e1784e859ae4d20776b1d85b8,
2024-07-11 11:23:47+00:00,BNB,Ethereum,Solana,913.5577793695448,0x40deccbc6547294e37d6181c94c973cada0ba2864b5766e4fe3b72da3a0d5cf6,
2024-07-11 11:24:03+00:00,BNB,Base,Arbitrum,151.73247132161262,0x3fed0dbe40f51384ad1a65ab56b0981ac6e058cdfd735bd373d701a3b1572630,
2024-07-11 11:24:23+00:00,BNB,Arbitrum,Optimism,1.5244812724908194,0xf9567bb2e312295787f5662bd3880f1156bec20b43becc2b6512d98def0c331e,
2024-07-11 11:25:15+00:00,BNB,Arbitrum,BNB Chain,1.52443779417766,0x0791e809059b912b14c69f3c8ecf1c782464cde5f34961617d3966f8bfb30fd4,
2024-07-11 11:25:42+00:00,BNB,Arbitrum,Polygon,1.4443103479337331,0x59a877442a6431f578685c4ed73649279a64d1dacf59d1d5b43424f42c04bbe4,
2024-07-11 11:25:53+00:00,BNB,Arbitrum,Ethereum,14.438962777945536,0x27090c9291d8ea22c39d180d0a0b9328b896511be0bb438e40e1f8b290168e8c,
2024-07-11 11:26:56+00:00,BNB,Arbitrum,Optimism,1.4441973681487317,0xb04027ab5185827f3516454f3d7e9b8ff9c1b36a9c0bb7d4eab02b5fa31d0274,
2024-07-11 11:28:58+00:00,BNB,Arbitrum,Ethereum,1.5235595895844845,0x8ced99571bb853f40dad8f70e80c60fc1994ca332b09fd334af4f5c31fab50b2,
2024-07-11 11:30:26+00:00,BNB,Arbitrum,Optimism,1.52222077461767,0xbed833b2b1c3629461c4cad690268ba9e1b7bbfb9d9120e3c440a52791b88a96,
2024-07-11 11:30:53+00:00,BNB,Arbitrum,Base,1.5219575117946462,0xf230b9f3c1f8f10115f15c98e251a0903485355789a3f568130f128395f374e8,
2024-07-11 11:31:15+00:00,BNB,Arbitrum,Solana,1.521694317295498,0xaa2b3daae34dfdc3d7255dd54080b6fba2c73a409f138a53cca5ab92102a80d0,
2024-07-11 11:31:40+00:00,BNB,Arbitrum,BNB Chain,1.5214311238616387,0x4195f2969572cd5592308360a894f9eab68c762758adb5bed516e639707bd46a,
2024-07-11 11:32:08+00:00,BNB,Arbitrum,BNB Chain,1.5213011994054964,0x42673fb7a80446f7ebe442db8bee3e45f4022cb7cc7ae7c063f5b0605fedff39,
2024-07-11 11:32:24+00:00,BNB,Arbitrum,Base,1.5213011994054964,0x9bb8119705b2a1cf2e2556b8219d819542fecee50f9a7f9a50d3559861759a53,
2024-07-11 11:32:46+00:00,BNB,Arbitrum,BNB Chain,1.5211822220983486,0x0cac73eb1fd255d14bd53226a0753441a4e595be4b09e1bfb27e016e9164f3cc,
2024-07-11 11:33:13+00:00,BNB,Arbitrum,Base,1.5210632897266565,0x5abba1ad4e6585cbbf863f66def4a4e18389d436e029ac82483413ae79ed722b,
2024-07-11 11:33:33+00:00,BNB,Arbitrum,Ethereum,1.5210978096676044,0x74d7d9adc0b0170889b24ebc156e293407fcaf5b7ea17d53c657c0c95fa429d7,
2024-07-11 11:33:48+00:00,BNB,Arbitrum,Base,1.5210592544168733,0x8712ac087a65aa41a0605b0c98cd1315d4bc79f76c57661c0134169f24fd977e,
2024-07-11 11:34:23+00:00,BNB,Arbitrum,Base,1.5209789021503686,0x0a9eb818e7dbb9dfe2cc12c030384976d066246a4614b15ed00795b71a99a0de,
2024-07-11 11:42:55+00:00,WETH,Base,Ethereum,978.484942122912,0x69c4c94ecbe44a9d4e51750c054856b6e1b2186b479463ca864af547f6b25409,
2024-07-11 11:45:02+00:00,BNB,Linea,Base,3053.324373330017,0x0a6d57d6059a8e7cf4d555e92820ebdf0fe20cfe288e71c3cbe5fd063a38be54,
2024-07-11 11:52:43+00:00,BNB,Solana,Arbitrum,414.2330493248253,0xbce83ef254b53551659abdbe8cac714214a4ab1a5201ecc9658f4ec202621c98,
